,zipcode,salesforceurl,googleplexurl,stanfordurl,incomebyzipcodeurl,walkscoreurl,traveltimetostanford,traveltimetogoogleplex,traveltimetosf,medianhouseholdincome,averagehouseholdincome,percapitaincome,highincomehouseholds,walk,bike,transit,failedwalkscores,conveniencescore,shortest_travel
13,94133,"https://www.google.com/maps/dir/94133/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94133/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94133/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94133,https://www.walkscore.com/CA/94133,41,40,7,66811,115126,58218,17,98,88,69,,98,7
14,94132,"https://www.google.com/maps/dir/94132/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94132/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94132/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94132,https://www.walkscore.com/CA/94132,30,33,18,74187,101936,35562,12,17,43,45,,45,18
15,94123,"https://www.google.com/maps/dir/94123/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94123/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94123/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94123,https://www.walkscore.com/CA/94123,42,43,14,148276,206890,113535,35,97,76,92,,97,14
16,94134,"https://www.google.com/maps/dir/94134/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94134/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94134/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94134,https://www.walkscore.com/CA/94134,31,31,16,76229,101875,31223,11,46,63,29,,63,16
17,94121,"https://www.google.com/maps/dir/94121/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94121/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94121/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94121,https://www.walkscore.com/CA/94121,39,42,22,95036,135025,56800,18,83,69,58,,83,22
18,94124,"https://www.google.com/maps/dir/94124/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94124/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94124/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94124,https://www.walkscore.com/CA/94124,32,32,14,56607,84542,28457,10,81,66,50,,81,14
19,94118,"https://www.google.com/maps/dir/94118/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94118/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94118/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94118,https://www.walkscore.com/CA/94118,39,40,16,110216,163708,71567,25,99,79,87,,99,16
20,94127,"https://www.google.com/maps/dir/94127/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94127/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94127/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94127,https://www.walkscore.com/CA/94127,32,35,17,158162,209277,76075,40,72,74,56,,74,17
21,94141,"https://www.google.com/maps/dir/94141/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94141/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94141/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94141,https://www.walkscore.com/CA/94141,31,31,8,57015,114448,61694,16,96,100,97,,100,8
22,94102,"https://www.google.com/maps/dir/94102/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94102/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94102/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94102,https://www.walkscore.com/CA/94102,37,36,11,41835,81606,49103,10,97,100,99,,100,11
23,94111,"https://www.google.com/maps/dir/94111/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94111/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94111/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94111,https://www.walkscore.com/CA/94111,38,37,4,110455,158067,95683,25,100,93,86,,100,4
24,94158,"https://www.google.com/maps/dir/94158/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94158/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94158/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94158,https://www.walkscore.com/CA/94158,35,34,10,153077,161731,86125,32,72,83,91,,91,10
25,94104,"https://www.google.com/maps/dir/94104/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94104/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94104/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94104,https://www.walkscore.com/CA/94104,37,37,4,52679,140675,70085,16,100,95,88,,100,4
26,94025,"https://www.google.com/maps/dir/94025/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94025/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94025/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94025,https://www.walkscore.com/CA/94025,5,15,41,151279,225722,80653,39,90,48,95,,95,5
27,94027,"https://www.google.com/maps/dir/94027/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94027/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94027/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94027,https://www.walkscore.com/CA/94027,6,14,38,250001,512536,162635,65,9,0,0,https://www.walkscore.com/CA/94027,9,6
28,94301,"https://www.google.com/maps/dir/94301/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94301/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94301/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94301,https://www.walkscore.com/CA/94301,3,9,38,153733,243258,103513,40,96,54,99,,99,3
29,94303,"https://www.google.com/maps/dir/94303/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94303/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94303/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94303,https://www.walkscore.com/CA/94303,6,6,36,103680,163681,49065,26,26,17,71,,71,6
30,94063,"https://www.google.com/maps/dir/94063/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94063/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94063/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94063,https://www.walkscore.com/CA/94063,17,16,36,71458,100244,31362,12,20,0,0,https://www.walkscore.com/CA/94063,20,16
31,94061,"https://www.google.com/maps/dir/94061/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94061/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94061/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94061,https://www.walkscore.com/CA/94061,9,14,36,105513,145126,52419,23,81,0,0,https://www.walkscore.com/CA/94061,81,9
32,94062,"https://www.google.com/maps/dir/94062/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94062/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94062/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94062,https://www.walkscore.com/CA/94062,15,29,45,158269,240605,90802,40,0,0,0,https://www.walkscore.com/CA/94062,0,15
33,94065,"https://www.google.com/maps/dir/94065/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94065/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94065/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94065,https://www.walkscore.com/CA/94065,17,16,31,161719,193275,80612,38,26,0,0,https://www.walkscore.com/CA/94065,26,16
34,94705,"https://www.google.com/maps/dir/94705/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94705/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94705/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94705,https://www.walkscore.com/CA/94705,44,44,16,121219,194844,85752,30,21,26,23,,26,16
35,94707,"https://www.google.com/maps/dir/94707/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94707/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94707/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94707,https://www.walkscore.com/CA/94707,50,49,19,149081,208731,86585,36,59,38,44,,59,19
36,94702,"https://www.google.com/maps/dir/94702/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94702/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94702/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94702,https://www.walkscore.com/CA/94702,46,46,16,78289,104656,47049,14,83,66,100,,100,16
37,94709,"https://www.google.com/maps/dir/94709/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94709/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94709/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94709,https://www.walkscore.com/CA/94709,47,47,18,71175,107020,47547,14,95,63,87,,95,18
38,94704,"https://www.google.com/maps/dir/94704/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94704/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94704/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94704,https://www.walkscore.com/CA/94704,44,43,16,31379,63155,19692,7,99,69,95,,99,16
39,94708,"https://www.google.com/maps/dir/94708/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94708/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94708/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94708,https://www.walkscore.com/CA/94708,55,54,23,160938,215829,91816,39,5,0,0,https://www.walkscore.com/CA/94708,5,23
40,94608,"https://www.google.com/maps/dir/94608/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94608/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94608/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94608,https://www.walkscore.com/CA/94608,42,42,13,82753,103807,50280,13,91,60,93,,93,13
41,94710,"https://www.google.com/maps/dir/94710/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94710/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94710/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94710,https://www.walkscore.com/CA/94710,42,42,12,67250,98269,40417,10,92,56,99,,99,12
42,94703,"https://www.google.com/maps/dir/94703/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94703/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94703/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94703,https://www.walkscore.com/CA/94703,42,43,13,77259,109937,45542,14,91,64,98,,98,13
43,94609,"https://www.google.com/maps/dir/94609/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94609/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94609/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94609,https://www.walkscore.com/CA/94609,41,40,13,80026,106542,47790,12,92,71,98,,98,13
44,94603,"https://www.google.com/maps/dir/94603/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94603/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94603/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94603,https://www.walkscore.com/CA/94603,31,31,19,50742,62683,19338,2,70,41,61,,70,19
45,94612,"https://www.google.com/maps/dir/94612/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94612/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94612/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94612,https://www.walkscore.com/CA/94612,39,38,12,51006,84797,48526,12,95,64,87,,95,12
46,94601,"https://www.google.com/maps/dir/94601/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94601/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94601/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94601,https://www.walkscore.com/CA/94601,34,33,16,46830,63615,20335,3,95,67,79,,95,16
47,94610,"https://www.google.com/maps/dir/94610/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94610/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94610/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94610,https://www.walkscore.com/CA/94610,40,40,13,96681,135097,67152,18,89,50,61,,89,13
48,94618,"https://www.google.com/maps/dir/94618/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94618/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94618/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94618,https://www.walkscore.com/CA/94618,42,41,14,156116,207973,90384,37,57,0,0,https://www.walkscore.com/CA/94618,57,14
49,94605,"https://www.google.com/maps/dir/94605/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94605/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94605/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94605,https://www.walkscore.com/CA/94605,33,33,18,69087,97630,37495,9,29,37,29,,37,18
50,94577,"https://www.google.com/maps/dir/94577/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94577/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94577/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94577,https://www.walkscore.com/CA/94577,30,30,20,75121,96764,35985,9,67,61,68,,68,20
51,94611,"https://www.google.com/maps/dir/94611/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94611/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94611/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94611,https://www.walkscore.com/CA/94611,43,42,18,124483,174278,78683,30,33,31,24,,33,18
52,94619,"https://www.google.com/maps/dir/94619/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94619/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94619/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94619,https://www.walkscore.com/CA/94619,42,41,22,85855,119241,45967,16,7,17,7,,17,22
53,94607,"https://www.google.com/maps/dir/94607/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94607/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94607/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94607,https://www.walkscore.com/CA/94607,41,41,11,50149,79676,36394,9,7,41,59,,59,11
54,94602,"https://www.google.com/maps/dir/94602/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94602/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94602/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94602,https://www.walkscore.com/CA/94602,39,38,15,90661,125615,50952,19,92,0,0,https://www.walkscore.com/CA/94602,92,15
55,94606,"https://www.google.com/maps/dir/94606/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94606/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94606/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94606,https://www.walkscore.com/CA/94606,38,37,16,53108,70624,29339,5,88,58,83,,88,16
56,94621,"https://www.google.com/maps/dir/94621/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94621/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94621/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94621,https://www.walkscore.com/CA/94621,34,34,22,38591,53975,15973,2,9,28,53,,53,22
57,94530,"https://www.google.com/maps/dir/94530/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94530/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94530/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94530,https://www.walkscore.com/CA/94530,50,49,18,99954,128680,51876,16,26,28,21,,28,18
58,94578,"https://www.google.com/maps/dir/94578/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94578/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94578/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94578,https://www.walkscore.com/CA/94578,29,29,22,58120,77647,29062,5,80,59,58,,80,22
59,94579,"https://www.google.com/maps/dir/94579/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94579/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94579/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94579,https://www.walkscore.com/CA/94579,30,30,26,79907,95813,32697,10,56,29,0,https://www.walkscore.com/CA/94579,56,26
60,94580,"https://www.google.com/maps/dir/94580/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94580/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94580/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94580,https://www.walkscore.com/CA/94580,28,28,25,90946,101997,32281,8,48,33,46,,48,25
61,94805,"https://www.google.com/maps/dir/94805/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94805/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94805/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94805,https://www.walkscore.com/CA/94805,47,46,16,78740,101287,39368,9,78,45,74,,78,16
62,94801,"https://www.google.com/maps/dir/94801/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94801/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94801/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94801,https://www.walkscore.com/CA/94801,55,54,23,51516,70119,22799,5,0,0,27,,27,23
63,94804,"https://www.google.com/maps/dir/94804/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94804/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94804/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94804,https://www.walkscore.com/CA/94804,47,46,16,55903,73786,27156,5,43,30,64,,64,16
64,94803,"https://www.google.com/maps/dir/94803/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94803/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94803/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94803,https://www.walkscore.com/CA/94803,54,53,23,85266,110869,41315,10,33,27,32,,33,23
65,94806,"https://www.google.com/maps/dir/94806/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94806/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94806/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94806,https://www.walkscore.com/CA/94806,54,53,22,59564,75073,24478,4,63,47,36,,63,22
66,94587,"https://www.google.com/maps/dir/94587/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94587/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94587/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94587,https://www.walkscore.com/CA/94587,22,22,29,105448,126295,38484,18,51,0,0,https://www.walkscore.com/CA/94587,51,22
67,94555,"https://www.google.com/maps/dir/94555/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94555/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94555/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94555,https://www.walkscore.com/CA/94555,18,18,31,142135,166363,51491,32,66,24,65,,66,18
68,94544,"https://www.google.com/maps/dir/94544/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/94544/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/94544/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/94544,https://www.walkscore.com/CA/94544,25,24,30,74896,92057,28569,6,61,48,59,,61,24
69,95121,"https://www.google.com/maps/dir/95121/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/95121/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/95121/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/95121,https://www.walkscore.com/CA/95121,24,18,51,102728,124432,33599,18,41,36,56,,56,18
70,95123,"https://www.google.com/maps/dir/95123/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/95123/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/95123/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/95123,https://www.walkscore.com/CA/95123,26,22,58,112946,129066,44898,19,75,32,64,,75,22
71,95112,"https://www.google.com/maps/dir/95112/Salesforce+Tower,+415+Mission+St,+San+Francisco,+CA+94105/","https://www.google.com/maps/dir/95112/Googleplex,+1600+Amphitheatre+Pkwy,+Mountain+View,+CA+94043/","https://www.google.com/maps/dir/95112/Stanford+University,+450+Serra+Mall,+Stanford,+CA+94305/",https://www.incomebyzipcode.com/california/95112,https://www.walkscore.com/CA/95112,22,15,48,63500,91801,32583,10,79,67,94,,94,15
